id,brand,categories,primaryCategories,colors,prices.amountMax,prices.amountMin,prices.color,prices.condition,prices.isSale
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Red,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Red,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Pewter,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Red,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Black,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Stone,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Navy,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Tan,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Red,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,Red,,FALSE
AV-XClqdHh53nbDR_SiY,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Black,Pewter,White,Gray,Beige,Tan,Navy Synthetic,Pewter Synthetic,Blue,Navy,White Synthetic,Red Synthetic,Tan Synthetic,Black Synthetic",49.99,49.99,White,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,Gold Metallic,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,White Textured,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,White Textured,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,Black Textured,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,White Textured,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,Black Textured,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,Beige Metallic,,FALSE
AV_K4G6yKZqtpbFMTgQq,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,54.99,54.99,White Textured,,FALSE
AV_G-OECHh53nbDR_6m1,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,59.99,59.99,Red,,FALSE
AV_G-OECHh53nbDR_6m1,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,59.99,59.99,Black,,FALSE
AV_G-OECHh53nbDR_6m1,easy street,"Womens,Shoes,Sandals,Easy Street",Shoes,,59.99,59.99,Red,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Dark Tan,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Ivory,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Navy,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Navy,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Navy,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Dark Tan,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Navy,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Ivory,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Gray,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Ivory,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Ivory,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Dark Tan,,FALSE
AV-KMp0rHh53nbDR_Kps,easy street,"Womens,Shoes,Sandals,Easy Street,Clothing,Women's Shoes,All Women's Shoes",Shoes,"Ivory,Navy,Black,Brown,Gray,Grey,Dark Tan,Navy Synthetic,Blue,Dark Tan Synthetic",54.99,54.99,Navy,,FALSE
